,age_months,sex,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8
225,224,1,22.037,25.281,29.572,35.503,41.434,47.364999999999995,53.296,59.227000000000004,65.158
226,225,1,22.076,25.324,29.609,35.507,41.406,47.303999999999995,53.20199999999999,59.09999999999999,64.99799999999999
227,226,1,22.114,25.366,29.646,35.512,41.378,47.244,53.11,58.976,64.842
228,227,1,22.151,25.408,29.681,35.515,41.348,47.182,53.016,58.849999999999994,64.684
229,228,1,22.188,25.449,29.716,35.516,41.317,47.117,52.916999999999994,58.71699999999999,64.517
0,0,2,13.336,14.636,16.071,17.657,19.242,20.828,22.413999999999998,23.999999999999996,25.585999999999995
1,1,2,14.542,15.976,17.499,19.114,20.728,22.343000000000004,23.958000000000006,25.573000000000008,27.18800000000001
2,2,2,15.771,17.308,18.965,20.752,22.539,24.326,26.113,27.9,29.686999999999998
3,3,2,16.353,17.934,19.657,21.533,23.409,25.285,27.161,29.037000000000003,30.913000000000004
4,4,2,16.665,18.266,20.024,21.955,23.885,25.816,27.746999999999996,29.677999999999994,31.60899999999999
5,5,2,16.838,18.448,20.226,22.193,24.159,26.126,28.093000000000004,30.060000000000006,32.02700000000001
6,6,2,16.908,18.518,20.305,22.292,24.279,26.266000000000002,28.253000000000004,30.240000000000006,32.227000000000004
7,7,2,16.903,18.507,20.295,22.292,24.29,26.287,28.284,30.281,32.278
8,8,2,16.842,18.434,20.216,22.216,24.215,26.215,28.215,30.215,32.215
9,9,2,16.744,18.322,20.095,22.091,24.088,26.084000000000003,28.080000000000005,30.076000000000008,32.07200000000001
10,10,2,16.624,18.187,19.947,21.937,23.926,25.916,27.906000000000002,29.896000000000004,31.886000000000006
11,11,2,16.491,18.037,19.784,21.764,23.744,25.724,27.704,29.684,31.664
12,12,2,16.362,17.893,19.626,21.596,23.567,25.537,27.506999999999998,29.476999999999997,31.446999999999996
13,13,2,16.234,17.749,19.469,21.43,23.39,25.351,27.311999999999998,29.272999999999996,31.233999999999995
14,14,2,16.117,17.618,19.325,21.277,23.228,25.180000000000003,27.132000000000005,29.084000000000007,31.03600000000001
15,15,2,16.008,17.497,19.192,21.135,23.078,25.021,26.964000000000002,28.907000000000004,30.850000000000005
16,16,2,15.905,17.381,19.066,21.0,22.935,24.869,26.803,28.737000000000002,30.671000000000003
17,17,2,15.814,17.278,18.954,20.881,22.808,24.735,26.662,28.589,30.516
18,18,2,15.731,17.186,18.852,20.773,22.694,24.615,26.535999999999998,28.456999999999997,30.377999999999997
19,19,2,15.655,17.1,18.758,20.673,22.589,24.503999999999998,26.418999999999997,28.333999999999996,30.248999999999995
20,20,2,15.589,17.026,18.677,20.588,22.499,24.41,26.321,28.232000000000003,30.143000000000004
21,21,2,15.532,16.961,18.606,20.513,22.419,24.326,26.233,28.14,30.047
22,22,2,15.481,16.904,18.543,20.447,22.35,24.254,26.158,28.062,29.966
23,23,2,15.44,16.858,18.493,20.394,22.295,24.196,26.097,27.998,29.899
24,24,2,15.407,16.82,18.451,20.351,22.251,24.151,26.051,27.950999999999997,29.850999999999996
25,25,2,15.661,17.078,18.707,20.593,22.48,24.366,26.252,28.137999999999998,30.023999999999997
26,26,2,15.633,17.047,18.672,20.554,22.437,24.319,26.200999999999997,28.082999999999995,29.964999999999993
27,27,2,15.606,17.017,18.639,20.518,22.396,24.275000000000002,26.154000000000003,28.033000000000005,29.912000000000006
28,28,2,15.58,16.988,18.606,20.481,22.355,24.23,26.105,27.98,29.855
29,29,2,15.554,16.96,18.576,20.447,22.318,24.189,26.06,27.930999999999997,29.801999999999996
30,30,2,15.53,16.934,18.547,20.416,22.284,24.153,26.022,27.891,29.759999999999998
31,31,2,15.505,16.907,18.519,20.385,22.252,24.118000000000002,25.984000000000005,27.85000000000001,29.71600000000001
32,32,2,15.482,16.883,18.494,20.36,22.225,24.091,25.957,27.823,29.689
33,33,2,15.46,16.861,18.472,20.338,22.204,24.07,25.936,27.802,29.668
34,34,2,15.438,16.84,18.452,20.321,22.19,24.059,25.928,27.797,29.666
35,35,2,15.418,16.822,18.437,20.31,22.183,24.055999999999997,25.928999999999995,27.801999999999992,29.67499999999999
36,36,2,15.398,16.806,18.426,20.305,22.184,24.063000000000002,25.942000000000004,27.821000000000005,29.700000000000006
37,37,2,15.381,16.793,18.419,20.306,22.193,24.080000000000002,25.967000000000002,27.854000000000003,29.741000000000003
38,38,2,15.366,16.783,18.416,20.313,22.21,24.107,26.003999999999998,27.900999999999996,29.797999999999995
39,39,2,15.351,16.774,18.416,20.326,22.235,24.145,26.055,27.965,29.875
40,40,2,15.337,16.768,18.42,20.343,22.265,24.188,26.110999999999997,28.033999999999995,29.956999999999994
41,41,2,15.325,16.764,18.427,20.364,22.301,24.238,26.175,28.112000000000002,30.049000000000003
42,42,2,15.313,16.761,18.436,20.389,22.342,24.294999999999998,26.247999999999998,28.200999999999997,30.153999999999996
43,43,2,15.302,16.759,18.446,20.415,22.385,24.354,26.322999999999997,28.291999999999994,30.260999999999992
44,44,2,15.292,16.758,18.458,20.444,22.431,24.417,26.403000000000002,28.389000000000003,30.375000000000004
45,45,2,15.282,16.759,18.472,20.476,22.48,24.483999999999998,26.487999999999996,28.491999999999994,30.49599999999999
46,46,2,15.274,16.76,18.486,20.508,22.53,24.552,26.573999999999998,28.595999999999997,30.617999999999995
47,47,2,15.267,16.763,18.501,20.541,22.58,24.619999999999997,26.659999999999997,28.699999999999996,30.739999999999995
48,48,2,15.261,16.766,18.519,20.576,22.633,24.69,26.747000000000003,28.804000000000006,30.861000000000008
49,49,2,15.256,16.771,18.537,20.612,22.687,24.762,26.837,28.912,30.987
50,50,2,15.253,16.778,18.557,20.65,22.743,24.836,26.929,29.022,31.115
51,51,2,15.25,16.786,18.579,20.691,22.804,24.915999999999997,27.027999999999995,29.139999999999993,31.251999999999992
52,52,2,15.25,16.795,18.602,20.732,22.863,24.993,27.122999999999998,29.252999999999997,31.382999999999996
53,53,2,15.25,16.806,18.625,20.774,22.923,25.072,27.221,29.37,31.519000000000002
54,54,2,15.252,16.817,18.651,20.819,22.987,25.154999999999998,27.322999999999997,29.490999999999996,31.658999999999995
55,55,2,15.254,16.829,18.676,20.861,23.046,25.231,27.416000000000004,29.601000000000006,31.78600000000001
56,56,2,15.257,16.841,18.7,20.902,23.104,25.306,27.508000000000003,29.710000000000004,31.912000000000006
57,57,2,15.261,16.854,18.725,20.944,23.162,25.380999999999997,27.599999999999994,29.818999999999992,32.03799999999999
58,58,2,15.265,16.866,18.748,20.982,23.216,25.45,27.683999999999997,29.917999999999996,32.151999999999994
59,59,2,15.269,16.879,18.772,21.021,23.269,25.518,27.767000000000003,30.016000000000005,32.26500000000001
60,60,2,15.274,16.891,18.794,21.056,23.318,25.580000000000002,27.842000000000002,30.104000000000003,32.366
61,61,2,15.279,16.903,18.816,21.091,23.366,25.641000000000002,27.916000000000004,30.191000000000006,32.46600000000001
62,61,2,15.244,16.87,18.858,21.34,23.821,26.303,28.785,31.267,33.748999999999995
63,62,2,15.243,16.879,18.886,21.403,23.92,26.437,28.954,31.471,33.988
64,63,2,15.243,16.889,18.915,21.468,24.02,26.573,29.126,31.679000000000002,34.232
65,64,2,15.244,16.9,18.946,21.535,24.123,26.712,29.301,31.889999999999997,34.479
66,65,2,15.245,16.911,18.977,21.603,24.23,26.856,29.482000000000003,32.108000000000004,34.73400000000001
67,66,2,15.246,16.923,19.009,21.673,24.337,27.000999999999998,29.664999999999996,32.32899999999999,34.992999999999995
68,67,2,15.249,16.936,19.042,21.745,24.448,27.151,29.854,32.557,35.26
69,68,2,15.252,16.95,19.077,21.819,24.561,27.302999999999997,30.044999999999995,32.78699999999999,35.52899999999999
70,69,2,15.255,16.964,19.112,21.895,24.678,27.461000000000002,30.244000000000003,33.027,35.81
71,70,2,15.259,16.979,19.148,21.973,24.797,27.622,30.447,33.272,36.096999999999994
72,71,2,15.264,16.995,19.185,22.051,24.917,27.783,30.649,33.515,36.381
73,72,2,15.27,17.011,19.224,22.133,25.042,27.951,30.86,33.769,36.678
74,73,2,15.276,17.029,19.264,22.217,25.17,28.123,31.076,34.028999999999996,36.982
75,74,2,15.283,17.047,19.305,22.303,25.301,28.299,31.297,34.295,37.293000000000006
76,75,2,15.291,17.067,19.347,22.391,25.435,28.478999999999996,31.522999999999993,34.56699999999999,37.61099999999999
77,76,2,15.3,17.087,19.391,22.481,25.572,28.662000000000003,31.752000000000006,34.84200000000001,37.932000000000016
78,77,2,15.31,17.108,19.436,22.574,25.712,28.85,31.988000000000003,35.126000000000005,38.26400000000001
79,78,2,15.32,17.131,19.482,22.668,25.855,29.041,32.227000000000004,35.413,38.599000000000004
80,79,2,15.331,17.154,19.529,22.766,26.002,29.238999999999997,32.476,35.712999999999994,38.94999999999999
81,80,2,15.344,17.179,19.578,22.864,26.15,29.436,32.722,36.008,39.294000000000004
82,81,2,15.357,17.204,19.628,22.966,26.304,29.642,32.980000000000004,36.318,39.656000000000006
83,82,2,15.372,17.231,19.68,23.071,26.461,29.852,33.243,36.634,40.025000000000006
84,83,2,15.387,17.259,19.734,23.178,26.621,30.064999999999998,33.509,36.952999999999996,40.39699999999999
85,84,2,15.404,17.289,19.789,23.287,26.785,30.282999999999998,33.78099999999999,37.278999999999996,40.77699999999999
86,85,2,15.421,17.319,19.845,23.399,26.953,30.507,34.06100000000001,37.61500000000001,41.16900000000001
87,86,2,15.44,17.35,19.903,23.512,27.122,30.731,34.34,37.949000000000005,41.55800000000001
88,87,2,15.459,17.383,19.963,23.629,27.296,30.962,34.628,38.294,41.96
89,88,2,15.48,17.417,20.023,23.749,27.474,31.2,34.926,38.652,42.378
90,89,2,15.501,17.452,20.085,23.869,27.653,31.436999999999998,35.221,39.004999999999995,42.788999999999994
91,90,2,15.524,17.488,20.149,23.994,27.838,31.683,35.528,39.373,43.217999999999996
92,91,2,15.548,17.526,20.214,24.119,28.023,31.928,35.833,39.738,43.643
93,92,2,15.572,17.564,20.281,24.246,28.212,32.177,36.141999999999996,40.107,44.072
94,93,2,15.598,17.604,20.349,24.377,28.406,32.434,36.461999999999996,40.489999999999995,44.517999999999994
95,94,2,15.625,17.645,20.418,24.51,28.601,32.693,36.785000000000004,40.87700000000001,44.96900000000001
96,95,2,15.652,17.687,20.489,24.644,28.799,32.95399999999999,37.108999999999995,41.263999999999996,45.41899999999999
97,96,2,15.681,17.73,20.561,24.781,29.001,33.221000000000004,37.441,41.661,45.881
98,97,2,15.711,17.774,20.634,24.918,29.203,33.486999999999995,37.771,42.05499999999999,46.339
99,98,2,15.742,17.82,20.709,25.059,29.409,33.759,38.109,42.459,46.809000000000005
100,99,2,15.773,17.866,20.784,25.2,29.617,34.033,38.449,42.865,47.281000000000006
101,100,2,15.806,17.914,20.862,25.345,29.829,34.312,38.795,43.278000000000006,47.761
102,101,2,15.839,17.962,20.94,25.491,30.042,34.593,39.144,43.69499999999999,48.245999999999995
103,102,2,15.874,18.012,21.019,25.638,30.256,34.875,39.49400000000001,44.113000000000014,48.73200000000001
104,103,2,15.909,18.062,21.1,25.786,30.472,35.158,39.844,44.53,49.216
105,104,2,15.945,18.113,21.181,25.934,30.688,35.441,40.194,44.947,49.7
106,105,2,15.982,18.166,21.263,26.085,30.908,35.730000000000004,40.552,45.373999999999995,50.196
107,106,2,16.019,18.219,21.346,26.236,31.127,36.016999999999996,40.907,45.797,50.687
108,107,2,16.058,18.272,21.429,26.388,31.346,36.30500000000001,41.26400000000001,46.22300000000001,51.182000000000016
109,108,2,16.096,18.326,21.513,26.539,31.565,36.591,41.617000000000004,46.643,51.669
110,109,2,16.136,18.381,21.599,26.692,31.786,36.879000000000005,41.972,47.065,52.158
111,110,2,16.176,18.437,21.684,26.845,32.007,37.16799999999999,42.32899999999999,47.489999999999995,52.65099999999999
112,111,2,16.217,18.493,21.77,26.998,32.227,37.455,42.683,47.911,53.139
113,112,2,16.258,18.551,21.857,27.152,32.448,37.743,43.038000000000004,48.333000000000006,53.62800000000001
114,113,2,16.3,18.608,21.944,27.305,32.666,38.027,43.388,48.748999999999995,54.11
115,114,2,16.343,18.666,22.031,27.459,32.886,38.31400000000001,43.742000000000004,49.17,54.598000000000006
116,115,2,16.386,18.725,22.12,27.612,33.104,38.596,44.087999999999994,49.57999999999999,55.07199999999999
117,116,2,16.43,18.785,22.208,27.765,33.321,38.878,44.435,49.992000000000004,55.54900000000001
118,117,2,16.475,18.846,22.298,27.918,33.538,39.158,44.778,50.397999999999996,56.018
119,118,2,16.52,18.907,22.388,28.071,33.755,39.438,45.121,50.804,56.487
120,119,2,16.566,18.969,22.479,28.226,33.972,39.719,45.466,51.213,56.96
121,120,2,16.613,19.032,22.57,28.378,34.185,39.993,45.801,51.609,57.417
122,121,2,16.661,19.096,22.663,28.531,34.399,40.266999999999996,46.135,52.003,57.870999999999995
123,122,2,16.71,19.161,22.755,28.683,34.61,40.538,46.466,52.394000000000005,58.322
124,123,2,16.76,19.226,22.849,28.834,34.82,40.805,46.79,52.775,58.76
125,124,2,16.81,19.293,22.943,28.987,35.031,41.074999999999996,47.11899999999999,53.16299999999999,59.20699999999999
126,125,2,16.861,19.36,23.038,29.138,35.238,41.338,47.438,53.538000000000004,59.638000000000005
127,126,2,16.914,19.429,23.134,29.29,35.445,41.601,47.757,53.913,60.068999999999996
128,127,2,16.967,19.498,23.231,29.441,35.651,41.861000000000004,48.071,54.28099999999999,60.49099999999999
129,128,2,17.021,19.568,23.328,29.591,35.854,42.117000000000004,48.38,54.643,60.906000000000006
130,129,2,17.076,19.639,23.426,29.742,36.057,42.373000000000005,48.68900000000001,55.00500000000001,61.32100000000001
131,130,2,17.132,19.712,23.525,29.891,36.257,42.623,48.989,55.355,61.721
132,131,2,17.188,19.785,23.624,30.039,36.454,42.869,49.284000000000006,55.69900000000001,62.11400000000001
133,132,2,17.246,19.859,23.725,30.189,36.653,43.117,49.580999999999996,56.044999999999995,62.50899999999999
134,133,2,17.304,19.933,23.825,30.336,36.847,43.358000000000004,49.869,56.379999999999995,62.891
135,134,2,17.364,20.009,23.927,30.484,37.042,43.599000000000004,50.156000000000006,56.71300000000001,63.27000000000001
136,135,2,17.424,20.086,24.029,30.63,37.231,43.832,50.433,57.034,63.635
137,136,2,17.485,20.163,24.131,30.776,37.42,44.065,50.71,57.355000000000004,64.0
138,137,2,17.546,20.241,24.234,30.92,37.606,44.292,50.978,57.664,64.35
139,138,2,17.609,20.32,24.338,31.064,37.79,44.516,51.242,57.967999999999996,64.69399999999999
140,139,2,17.672,20.4,24.442,31.209,37.975,44.742000000000004,51.509,58.275999999999996,65.043
141,140,2,17.736,20.48,24.546,31.351,38.155,44.96,51.765,58.57,65.375
142,141,2,17.8,20.561,24.651,31.493,38.335,45.177,52.019,58.861,65.703
143,142,2,17.865,20.642,24.756,31.633,38.509,45.385999999999996,52.263,59.14,66.017
144,143,2,17.931,20.724,24.861,31.77,38.68,45.589,52.498,59.407,66.316
145,144,2,17.997,20.806,24.967,31.91,38.854,45.797,52.74,59.68300000000001,66.626
146,145,2,18.063,20.889,25.072,32.047,39.023,45.998000000000005,52.973,59.94799999999999,66.923
147,146,2,18.13,20.972,25.177,32.182,39.187,46.192,53.197,60.202000000000005,67.20700000000001
148,147,2,18.197,21.055,25.282,32.316,39.35,46.384,53.418000000000006,60.45200000000001,67.48600000000002
149,148,2,18.264,21.138,25.387,32.448,39.509,46.57,53.631,60.692,67.753
150,149,2,18.331,21.222,25.491,32.579,39.666,46.754,53.842,60.93,68.018
151,150,2,18.399,21.305,25.596,32.708,39.82,46.932,54.044,61.15599999999999,68.268
152,151,2,18.466,21.388,25.699,32.835,39.97,47.105999999999995,54.242,61.378,68.514
153,152,2,18.533,21.471,25.802,32.96,40.118,47.276,54.434000000000005,61.592000000000006,68.75
154,153,2,18.601,21.554,25.905,33.083,40.261,47.439,54.617,61.794999999999995,68.97299999999998
155,154,2,18.668,21.637,26.007,33.204,40.402,47.599000000000004,54.796,61.992999999999995,69.19
156,155,2,18.735,21.719,26.107,33.322,40.538,47.753,54.968,62.18300000000001,69.39800000000001
157,156,2,18.801,21.8,26.207,33.439,40.67,47.902,55.134,62.366,69.598
158,157,2,18.868,21.882,26.307,33.554,40.802,48.04900000000001,55.29600000000001,62.543000000000006,69.79000000000002
159,158,2,18.934,21.962,26.405,33.666,40.928,48.18899999999999,55.44999999999999,62.710999999999984,69.97199999999998
160,159,2,18.999,22.042,26.501,33.775,41.048,48.322,55.596,62.86999999999999,70.14399999999999
161,160,2,19.064,22.122,26.598,33.884,41.171,48.457,55.743,63.029,70.315
162,161,2,19.129,22.201,26.693,33.989,41.286,48.581999999999994,55.87799999999999,63.17399999999999,70.46999999999998
163,162,2,19.193,22.279,26.786,34.092,41.397,48.702999999999996,56.00899999999999,63.31499999999999,70.62099999999998
164,163,2,19.257,22.357,26.879,34.192,41.506,48.819,56.132,63.44499999999999,70.758
165,164,2,19.32,22.433,26.97,34.292,41.614,48.936,56.258,63.580000000000005,70.90200000000002
166,165,2,19.382,22.509,27.06,34.387,41.714,49.041,56.368,63.69500000000001,71.022
167,166,2,19.444,22.584,27.149,34.481,41.814,49.146,56.478,63.81,71.142
168,167,2,19.504,22.658,27.235,34.571,41.907,49.242999999999995,56.57899999999999,63.91499999999999,71.25099999999999
169,168,2,19.565,22.731,27.321,34.66,41.999,49.337999999999994,56.67699999999999,64.01599999999999,71.35499999999999
170,169,2,19.624,22.803,27.406,34.747,42.088,49.429,56.77,64.111,71.452
171,170,2,19.682,22.874,27.489,34.833,42.176,49.519999999999996,56.864,64.208,71.55199999999999
172,171,2,19.74,22.943,27.57,34.914,42.258,49.602000000000004,56.946000000000005,64.29,71.63400000000001
173,172,2,19.797,23.012,27.65,34.994,42.338,49.682,57.026,64.37,71.714
174,173,2,19.852,23.079,27.727,35.07,42.412,49.754999999999995,57.098,64.441,71.78399999999999
175,174,2,19.907,23.145,27.804,35.145,42.485,49.82600000000001,57.16700000000001,64.50800000000001,71.84900000000002
176,175,2,19.961,23.21,27.879,35.217,42.555,49.893,57.230999999999995,64.56899999999999,71.90699999999998
177,176,2,20.013,23.273,27.951,35.286,42.621,49.956,57.291000000000004,64.626,71.96100000000001
178,177,2,20.065,23.336,28.023,35.354,42.685,50.016000000000005,57.347,64.678,72.009
179,178,2,20.115,23.396,28.091,35.417,42.743,50.069,57.395,64.721,72.047
180,179,2,20.164,23.456,28.159,35.479,42.8,50.12,57.44,64.75999999999999,72.08
181,180,2,20.212,23.514,28.224,35.538,42.852,50.166,57.47999999999999,64.79399999999998,72.10799999999998
182,181,2,20.26,23.57,28.289,35.597,42.905,50.213,57.521,64.82900000000001,72.137
183,182,2,20.305,23.625,28.35,35.65,42.95,50.25,57.55,64.85,72.14999999999999
184,183,2,20.35,23.679,28.411,35.703,42.995,50.287,57.579,64.87100000000001,72.16300000000001
185,184,2,20.393,23.731,28.469,35.752,43.036,50.319,57.602000000000004,64.885,72.168
186,185,2,20.436,23.782,28.525,35.799,43.073,50.347,57.621,64.89500000000001,72.16900000000001
187,186,2,20.477,23.832,28.58,35.844,43.108,50.372,57.636,64.9,72.16400000000002
188,187,2,20.517,23.88,28.634,35.887,43.141,50.394,57.647,64.9,72.15299999999999
189,188,2,20.556,23.927,28.684,35.927,43.169,50.41199999999999,57.654999999999994,64.898,72.14099999999999
190,189,2,20.594,23.972,28.734,35.964,43.195,50.425,57.654999999999994,64.88499999999999,72.11499999999998
191,190,2,20.631,24.017,28.782,36.0,43.219,50.437,57.655,64.873,72.09100000000001
192,191,2,20.666,24.06,28.828,36.034,43.241,50.447,57.653,64.859,72.065
193,192,2,20.701,24.101,28.873,36.066,43.259,50.452,57.645,64.83800000000001,72.031
194,193,2,20.734,24.141,28.915,36.094,43.274,50.453,57.632000000000005,64.811,71.99000000000001
195,194,2,20.767,24.18,28.956,36.121,43.286,50.45100000000001,57.61600000000001,64.781,71.94600000000001
196,195,2,20.798,24.218,28.996,36.146,43.296,50.446,57.596000000000004,64.74600000000001,71.89600000000002
197,196,2,20.829,24.254,29.034,36.169,43.304,50.439,57.574,64.709,71.844
198,197,2,20.858,24.29,29.07,36.19,43.31,50.43,57.55,64.66999999999999,71.78999999999999
199,198,2,20.886,24.324,29.105,36.209,43.313,50.417,57.52100000000001,64.62500000000001,71.72900000000001
200,199,2,20.914,24.356,29.138,36.225,43.312,50.399,57.486,64.573,71.66
201,200,2,20.94,24.388,29.17,36.239,43.309,50.37799999999999,57.44699999999999,64.51599999999999,71.58499999999998
202,201,2,20.966,24.418,29.201,36.254,43.307,50.36,57.413,64.466,71.51899999999999
203,202,2,20.99,24.448,29.23,36.265,43.3,50.334999999999994,57.37,64.405,71.44
204,203,2,21.014,24.476,29.257,36.275,43.292,50.31,57.327999999999996,64.34599999999999,71.36399999999999
205,204,2,21.037,24.503,29.283,36.281,43.279,50.277,57.275,64.273,71.27099999999999
206,205,2,21.059,24.53,29.308,36.288,43.268,50.248,57.227999999999994,64.208,71.18799999999999
207,206,2,21.08,24.555,29.333,36.293,43.254,50.214,57.174,64.134,71.094
208,207,2,21.101,24.58,29.355,36.296,43.237,50.178,57.119,64.06,71.001
209,208,2,21.121,24.603,29.376,36.297,43.218,50.138999999999996,57.059999999999995,63.980999999999995,70.90199999999999
210,209,2,21.14,24.626,29.398,36.3,43.202,50.104,57.00599999999999,63.90799999999999,70.80999999999999
211,210,2,21.159,24.649,29.418,36.299,43.181,50.062,56.943,63.824,70.705
212,211,2,21.177,24.67,29.436,36.298,43.159,50.021,56.883,63.745000000000005,70.607
213,212,2,21.194,24.691,29.455,36.296,43.137,49.978,56.819,63.660000000000004,70.501
214,213,2,21.212,24.712,29.472,36.293,43.114,49.934999999999995,56.75599999999999,63.57699999999999,70.398
215,214,2,21.228,24.731,29.489,36.29,43.09,49.891000000000005,56.692,63.492999999999995,70.294
216,215,2,21.244,24.75,29.505,36.284,43.062,49.840999999999994,56.62,63.399,70.178
217,216,2,21.26,24.769,29.52,36.279,43.038,49.797,56.556000000000004,63.31500000000001,70.07400000000001
218,217,2,21.276,24.788,29.536,36.274,43.013,49.751,56.489,63.227,69.965
219,218,2,21.291,24.805,29.55,36.267,42.984,49.70100000000001,56.418000000000006,63.135000000000005,69.852
220,219,2,21.306,24.823,29.564,36.261,42.958,49.655,56.352000000000004,63.04900000000001,69.74600000000001
221,220,2,21.32,24.84,29.577,36.252,42.928,49.602999999999994,56.278,62.953,69.628
222,221,2,21.334,24.856,29.589,36.244,42.899,49.554,56.209,62.864000000000004,69.519
223,222,2,21.348,24.873,29.602,36.235,42.869,49.501999999999995,56.135,62.768,69.401
224,223,2,21.362,24.889,29.614,36.228,42.841,49.455,56.069,62.68300000000001,69.297
225,224,2,21.375,24.905,29.626,36.219,42.812,49.405,55.998,62.590999999999994,69.184
226,225,2,21.388,24.92,29.637,36.209,42.781,49.353,55.925000000000004,62.49700000000001,69.06900000000002
227,226,2,21.401,24.935,29.649,36.2,42.751,49.302,55.853,62.404,68.95500000000001
228,227,2,21.414,24.951,29.659,36.19,42.72,49.251,55.782,62.312999999999995,68.844
229,228,2,21.427,24.965,29.67,36.179,42.689,49.198,55.707,62.216,68.725
